Date,Price,Amount,High,Low,Close-Ad,Law-Buy,Law-Sell,Turnover
2016/2/1,73.65 ,13.00 ,73.65 ,71.62 ,71.97 ,0.00 ,11.00 ,0.37 
2016/2/2,71.97 ,9.00 ,73.20 ,71.67 ,71.97 ,0.00 ,2.00 ,0.25 
2016/2/3,72.11 ,1.00 ,72.11 ,71.02 ,72.06 ,0.00 ,0.00 ,0.03 
2016/2/15,72.41 ,14.00 ,72.41 ,71.82 ,72.11 ,0.00 ,7.00 ,0.39 
2016/2/16,72.31 ,5.00 ,74.10 ,72.31 ,73.30 ,0.00 ,0.00 ,0.14 
2016/2/17,74.19 ,4.00 ,74.59 ,73.80 ,73.80 ,0.00 ,0.00 ,0.11 
2016/2/18,73.90 ,10.00 ,75.14 ,73.90 ,74.79 ,3.00 ,0.00 ,0.28 
2016/2/19,75.78 ,0.00 ,75.78 ,73.60 ,73.70 ,0.00 ,0.00 ,0.00 
2016/2/22,75.28 ,10.00 ,75.28 ,74.29 ,75.14 ,6.00 ,0.00 ,0.28 
2016/2/23,75.38 ,20.00 ,76.77 ,75.38 ,75.73 ,0.00 ,7.00 ,0.56 
2016/2/24,76.77 ,9.00 ,76.77 ,75.48 ,75.48 ,0.00 ,3.00 ,0.25 
2016/2/25,76.08 ,7.00 ,76.08 ,73.85 ,74.29 ,0.00 ,3.00 ,0.20 
2016/2/26,74.10 ,17.00 ,74.10 ,72.96 ,72.96 ,0.00 ,15.00 ,0.48 
2016/3/1,73.30 ,46.00 ,73.30 ,72.11 ,72.26 ,0.00 ,32.00 ,1.30 
2016/3/2,72.41 ,17.00 ,75.28 ,72.41 ,75.18 ,0.00 ,2.00 ,0.48 
2016/3/3,75.18 ,12.00 ,75.78 ,75.18 ,75.28 ,0.00 ,2.00 ,0.34 
2016/3/4,75.28 ,24.00 ,75.28 ,74.00 ,75.28 ,18.00 ,0.00 ,0.68 
2016/3/7,76.77 ,16.00 ,77.27 ,75.78 ,75.78 ,3.00 ,0.00 ,0.45 
2016/3/8,76.47 ,10.00 ,76.47 ,74.79 ,75.78 ,0.00 ,0.00 ,0.28 
2016/3/9,76.47 ,4.00 ,76.47 ,74.79 ,75.68 ,0.00 ,0.00 ,0.11 
2016/3/10,75.78 ,19.00 ,76.27 ,75.58 ,76.03 ,0.00 ,0.00 ,0.54 
2016/3/11,75.73 ,8.00 ,75.73 ,75.38 ,75.58 ,0.00 ,0.00 ,0.23 
2016/3/14,75.68 ,9.00 ,76.77 ,75.68 ,76.77 ,0.00 ,0.00 ,0.25 
2016/3/15,76.27 ,40.00 ,76.87 ,74.29 ,74.29 ,18.00 ,0.00 ,1.13 
2016/3/16,75.98 ,18.00 ,76.47 ,75.58 ,75.78 ,13.00 ,0.00 ,0.51 
2016/3/17,76.37 ,19.00 ,77.27 ,76.27 ,76.87 ,10.00 ,0.00 ,0.54 
2016/3/18,76.67 ,14.00 ,78.06 ,76.67 ,77.66 ,0.00 ,0.00 ,0.39 
2016/3/21,79.00 ,50.00 ,80.19 ,78.26 ,79.69 ,6.00 ,0.00 ,1.41 
2016/3/22,81.23 ,63.00 ,81.23 ,79.79 ,80.19 ,0.00 ,39.00 ,1.78 
2016/3/23,80.43 ,23.00 ,80.48 ,79.54 ,79.54 ,0.00 ,20.00 ,0.65 
2016/3/24,79.54 ,8.00 ,79.69 ,79.30 ,79.44 ,0.00 ,0.00 ,0.23 
2016/3/25,79.25 ,10.00 ,79.74 ,78.60 ,79.25 ,0.00 ,0.00 ,0.28 
2016/3/28,79.99 ,9.00 ,79.99 ,79.05 ,79.25 ,0.00 ,0.00 ,0.25 
2016/3/29,78.75 ,22.00 ,79.74 ,75.63 ,77.27 ,8.00 ,0.00 ,0.62 
