,Account,Model_type,Agent,Agent_num,Start_date,End_date,stock_num,AVG_fill,Custom_fill,Standardise,Normalize,Scaleing,amount_scaler,買賣價,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),報酬率％,週轉率％,成交筆數(筆),外資買賣超(千股),投信買賣超(千股),自營買賣超(千股),合計買賣超(千股),融資餘額(張),融資買進(張),融資賣出(張),融券買進(張),融券餘額(張),融券賣出(張),本益比-TSE,股價淨值比-TSE,股利殖利率-TSE,reward_driver,punish_driver,length,invest_budget,stock_amount,interest_rate,fee_rate,seed,max_timesteps_low,max_timesteps_up,start_timesteps_low,start_timesteps_up,discount_low,discount_up,expl_noise_low,expl_noise_up,policy_noise_low,policy_noise_up,tau_low,tau_up,training_set,batch_size,update_round,test_times,max_timesteps,start_timesteps,discount,expl_noise,policy_noise,tau,actor_lr,target_lr,performance,Deploy,create_time
0,Guest,TD3-LSTM,gahwa,60,2020-02-02,2024-02-02,2890,0,0.0,0,0,0,-1.0,開盤價(元),1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.3,0.7,100,500000,1000,0.05,0.05,42,3206,3207,2160,2161,90,91,6,7,22,23,4,5,80,32,2,1,3206,2160,90,6,22,4,6,5,0.0408,0,2024-05-13 07:52:25
